dayname,minutes_watched,date_watched,weekday,date_watched_m,date_watched_m_n,student_country
Sunday,48.2,2022-01-02,6,1,January,Other
Monday,7.7,2022-01-03,0,1,January,Other
Tuesday,1.4,2022-01-11,1,1,January,Other
Sunday,5.5,2022-01-02,6,1,January,Other
Monday,2.4,2022-01-03,0,1,January,Other
Sunday,13.3,2022-01-02,6,1,January,Other
Monday,28.4,2022-01-03,0,1,January,Other
Thursday,10.6,2022-01-06,3,1,January,Other
Saturday,0.6,2022-02-19,5,2,February,Other
Monday,0.9,2022-02-21,0,2,February,Other
Monday,0.6,2022-07-11,0,7,July,Other
Sunday,0.5,2022-01-02,6,1,January,Other
Monday,36.0,2022-01-03,0,1,January,Other
Tuesday,0.4,2022-01-04,1,1,January,Other
Wednesday,25.4,2022-01-05,2,1,January,Other
Sunday,2.4,2022-01-02,6,1,January,Other
Sunday,14.9,2022-01-02,6,1,January,Other
Tuesday,78.4,2022-01-04,1,1,January,Other
Sunday,35.2,2022-01-09,6,1,January,Other
Monday,0.9,2022-01-10,0,1,January,Other
Wednesday,12.2,2022-01-12,2,1,January,Other
Wednesday,7.9,2022-01-19,2,1,January,Other
Tuesday,68.2,2022-08-30,1,8,August,Other
Thursday,53.2,2022-08-04,3,8,August,Other
Tuesday,0.4,2022-08-23,1,8,August,Other
Wednesday,10.4,2022-08-31,2,8,August,Other
Sunday,7.1,2022-07-24,6,7,July,Other
Sunday,13.2,2022-07-31,6,7,July,Other
Monday,23.2,2022-08-01,0,8,August,Other
Wednesday,29.0,2022-08-03,2,8,August,Other
Thursday,2.3,2022-08-25,3,8,August,Other
Sunday,11.7,2022-08-07,6,8,August,Other
Friday,1.2,2022-08-26,4,8,August,Other
Wednesday,0.1,2022-10-19,2,10,October,Other
Friday,0.2,2022-06-10,4,6,June,Other
Sunday,5.8,2022-01-02,6,1,January,Other
Sunday,1.2,2022-01-02,6,1,January,Other
Sunday,1.7,2022-01-02,6,1,January,Other
Monday,58.3,2022-01-03,0,1,January,Other
Sunday,20.5,2022-01-23,6,1,January,Other
Tuesday,35.8,2022-01-04,1,1,January,Other
Wednesday,23.9,2022-01-05,2,1,January,Other
Wednesday,23.5,2022-01-26,2,1,January,Other
Tuesday,15.1,2022-01-25,1,1,January,Other
Monday,10.4,2022-01-03,0,1,January,Other
Thursday,30.7,2022-01-13,3,1,January,Other
Sunday,1.1,2022-01-02,6,1,January,Other
Sunday,0.2,2022-01-02,6,1,January,Other
Monday,10.2,2022-01-03,0,1,January,Other
Sunday,0.8,2022-01-02,6,1,January,Other
Tuesday,2.2,2022-01-25,1,1,January,Other
Tuesday,141.2,2022-02-22,1,2,February,Other
Sunday,1.7,2022-01-02,6,1,January,Other
Monday,25.5,2022-01-03,0,1,January,Other
Sunday,0.6,2022-01-02,6,1,January,Other
Monday,0.5,2022-01-03,0,1,January,Other
Monday,1.2,2022-01-03,0,1,January,Other
Monday,4.3,2022-01-03,0,1,January,Other
Monday,59.8,2022-01-03,0,1,January,Other
Monday,5.7,2022-01-03,0,1,January,Other
Thursday,40.9,2022-01-06,3,1,January,Other
Monday,1.0,2022-01-03,0,1,January,Other
Tuesday,45.0,2022-01-04,1,1,January,Other
Monday,8.6,2022-01-03,0,1,January,Other
Monday,1.8,2022-01-03,0,1,January,Other
Monday,0.9,2022-01-03,0,1,January,Other
Monday,1.1,2022-01-03,0,1,January,Other
Friday,15.9,2022-01-28,4,1,January,Other
Monday,12.2,2022-01-03,0,1,January,Other
Tuesday,0.3,2022-02-01,1,2,February,Other
Monday,1.6,2022-01-03,0,1,January,Other
Monday,0.2,2022-01-03,0,1,January,Other
Monday,0.7,2022-01-03,0,1,January,Other
Monday,0.2,2022-01-03,0,1,January,Other
Tuesday,12.4,2022-01-18,1,1,January,Other
Sunday,1.1,2022-01-16,6,1,January,Other
Monday,24.7,2022-01-17,0,1,January,Other
Monday,65.0,2022-01-24,0,1,January,Other
Thursday,12.0,2022-01-27,3,1,January,Other
Tuesday,12.6,2022-01-25,1,1,January,Other
Monday,0.4,2022-01-03,0,1,January,Other
Monday,2.0,2022-01-03,0,1,January,Other
Monday,37.9,2022-01-03,0,1,January,Other
Tuesday,45.5,2022-01-04,1,1,January,Other
Monday,26.0,2022-01-10,0,1,January,Other
Tuesday,13.9,2022-01-11,1,1,January,Other
Thursday,12.7,2022-01-13,3,1,January,Other
Monday,4.9,2022-01-03,0,1,January,Other
Sunday,4.3,2022-02-06,6,2,February,Other
Sunday,1.2,2022-01-09,6,1,January,Other
Monday,0.4,2022-01-03,0,1,January,Other
Monday,2.4,2022-01-03,0,1,January,Other
Tuesday,13.6,2022-01-04,1,1,January,Other
Monday,6.0,2022-01-03,0,1,January,Other
Monday,12.6,2022-01-03,0,1,January,Other
Thursday,0.1,2022-01-06,3,1,January,Other
Wednesday,24.1,2022-01-05,2,1,January,Other
Monday,3.0,2022-01-03,0,1,January,Other
Monday,0.3,2022-01-03,0,1,January,Other
Monday,38.2,2022-01-03,0,1,January,Other
Monday,0.2,2022-01-03,0,1,January,Other
Monday,1.2,2022-01-03,0,1,January,Other
Sunday,9.5,2022-01-09,6,1,January,Other
Saturday,1.0,2022-09-10,5,9,September,Other
Monday,0.2,2022-01-03,0,1,January,Other
Monday,1.3,2022-01-03,0,1,January,Other
Tuesday,9.2,2022-01-04,1,1,January,Other
Sunday,73.0,2022-08-14,6,8,August,Other
Tuesday,43.5,2022-08-16,1,8,August,Other
Monday,26.1,2022-08-15,0,8,August,Other
Friday,18.8,2022-08-19,4,8,August,Other
Saturday,101.9,2022-07-30,5,7,July,Other
Sunday,54.1,2022-07-31,6,7,July,Other
Monday,53.7,2022-08-01,0,8,August,Other
Tuesday,142.2,2022-08-09,1,8,August,Other
Tuesday,43.4,2022-08-02,1,8,August,Other
Wednesday,20.5,2022-08-03,2,8,August,Other
Thursday,110.7,2022-08-04,3,8,August,Other
Saturday,13.7,2022-08-13,5,8,August,Other
Friday,14.8,2022-08-05,4,8,August,Other
Saturday,86.1,2022-08-06,5,8,August,Other
Sunday,52.6,2022-08-07,6,8,August,Other
Monday,67.0,2022-08-08,0,8,August,Other
Wednesday,73.0,2022-08-10,2,8,August,Other
Thursday,88.2,2022-01-06,3,1,January,Other
Monday,58.5,2022-07-18,0,7,July,Other
Wednesday,139.3,2022-07-20,2,7,July,Other
Friday,115.7,2022-01-07,4,1,January,Other
Thursday,37.9,2022-08-11,3,8,August,Other
Friday,11.1,2022-02-11,4,2,February,Other
Tuesday,56.9,2022-03-15,1,3,March,Other
Friday,0.6,2022-10-14,4,10,October,Other
Saturday,32.9,2022-02-12,5,2,February,Other
Sunday,65.3,2022-02-13,6,2,February,Other
Monday,77.3,2022-02-14,0,2,February,Other
Friday,77.3,2022-03-18,4,3,March,Other
Tuesday,68.1,2022-02-15,1,2,February,Other
Saturday,91.4,2022-03-19,5,3,March,Other
Wednesday,13.4,2022-02-16,2,2,February,Other
Thursday,79.3,2022-02-17,3,2,February,Other
Saturday,10.3,2022-02-19,5,2,February,Other
Sunday,160.6,2022-04-10,6,4,April,Other
Sunday,14.6,2022-03-20,6,3,March,Other
Monday,54.0,2022-03-21,0,3,March,Other
Friday,20.4,2022-02-18,4,2,February,Other
Wednesday,0.1,2022-03-02,2,3,March,Other
Thursday,0.4,2022-03-03,3,3,March,Other
Friday,0.1,2022-03-04,4,3,March,Other
Saturday,3.1,2022-03-12,5,3,March,Other
Sunday,34.9,2022-03-13,6,3,March,Other
Tuesday,38.3,2022-03-22,1,3,March,Other
Wednesday,17.8,2022-03-23,2,3,March,Other
Thursday,63.2,2022-03-24,3,3,March,Other
Wednesday,26.1,2022-03-16,2,3,March,Other
Thursday,23.4,2022-03-17,3,3,March,Other
Friday,75.9,2022-03-25,4,3,March,Other
Wednesday,59.8,2022-03-30,2,3,March,Other
Saturday,60.3,2022-03-26,5,3,March,Other
Sunday,42.7,2022-03-27,6,3,March,Other
Tuesday,15.7,2022-03-29,1,3,March,Other
Thursday,66.4,2022-03-31,3,3,March,Other
Friday,56.5,2022-04-01,4,4,April,Other
Tuesday,26.8,2022-04-05,1,4,April,Other
Monday,17.9,2022-04-11,0,4,April,Other
Wednesday,113.8,2022-07-27,2,7,July,Other
Tuesday,61.1,2022-01-25,1,1,January,Other
Saturday,119.9,2022-02-05,5,2,February,Other
Tuesday,67.4,2022-02-08,1,2,February,Other
Thursday,24.3,2022-01-27,3,1,January,Other
Monday,67.7,2022-01-31,0,1,January,Other
Wednesday,37.9,2022-01-26,2,1,January,Other
Friday,61.5,2022-01-28,4,1,January,Other
Saturday,45.4,2022-01-29,5,1,January,Other
Sunday,53.4,2022-02-06,6,2,February,Other
Sunday,116.7,2022-01-30,6,1,January,Other
Monday,91.6,2022-02-07,0,2,February,Other
Tuesday,12.7,2022-02-01,1,2,February,Other
Wednesday,29.1,2022-02-02,2,2,February,Other
Thursday,60.4,2022-02-03,3,2,February,Other
Friday,9.9,2022-02-04,4,2,February,Other
Saturday,26.9,2022-01-08,5,1,January,Other
Thursday,77.0,2022-07-21,3,7,July,Other
Sunday,51.9,2022-01-09,6,1,January,Other
Sunday,150.8,2022-01-23,6,1,January,Other
Monday,94.2,2022-07-25,0,7,July,Other
Monday,132.5,2022-01-17,0,1,January,Other
Wednesday,44.4,2022-01-19,2,1,January,Other
Sunday,20.4,2022-07-24,6,7,July,Other
Monday,43.0,2022-01-10,0,1,January,Other
Monday,13.9,2022-01-24,0,1,January,Other
Friday,73.6,2022-07-22,4,7,July,Other
Tuesday,73.3,2022-01-18,1,1,January,Other
Thursday,34.5,2022-01-20,3,1,January,Other
Saturday,39.1,2022-07-23,5,7,July,Other
Friday,1.1,2022-01-21,4,1,January,Other
Saturday,64.7,2022-01-22,5,1,January,Other
Tuesday,41.6,2022-07-26,1,7,July,Other
Thursday,73.8,2022-07-28,3,7,July,Other
Friday,64.4,2022-07-29,4,7,July,Other
Tuesday,1.3,2022-01-04,1,1,January,Other
Wednesday,10.0,2022-01-05,2,1,January,Other
Monday,19.8,2022-04-04,0,4,April,Other
Tuesday,5.1,2022-01-04,1,1,January,Other
Friday,4.4,2022-01-07,4,1,January,Other
Tuesday,1.0,2022-01-04,1,1,January,Other
Tuesday,0.4,2022-01-04,1,1,January,Other
Tuesday,32.2,2022-01-04,1,1,January,Other
Tuesday,3.2,2022-01-04,1,1,January,Other
Tuesday,1.0,2022-01-04,1,1,January,Other
Wednesday,8.8,2022-01-05,2,1,January,Other
Tuesday,28.3,2022-01-04,1,1,January,Other
Sunday,114.3,2022-01-09,6,1,January,Other
Tuesday,11.6,2022-09-27,1,9,September,Other
Wednesday,41.8,2022-01-05,2,1,January,Other
Friday,48.8,2022-01-07,4,1,January,Other
Thursday,0.5,2022-09-29,3,9,September,Other
Wednesday,24.7,2022-01-05,2,1,January,Other
Tuesday,18.9,2022-01-04,1,1,January,Other
Sunday,1.5,2022-01-09,6,1,January,Other
Tuesday,23.5,2022-01-04,1,1,January,Other
Thursday,18.5,2022-01-06,3,1,January,Other
Saturday,1.4,2022-01-08,5,1,January,Other
Tuesday,1.4,2022-01-04,1,1,January,Other
Tuesday,0.2,2022-01-04,1,1,January,Other
Tuesday,0.7,2022-01-04,1,1,January,Other
Tuesday,0.6,2022-01-04,1,1,January,Other
Wednesday,0.3,2022-01-05,2,1,January,Other
Monday,6.0,2022-07-18,0,7,July,Other
Tuesday,34.7,2022-01-18,1,1,January,Other
Tuesday,68.8,2022-01-04,1,1,January,Other
Wednesday,40.4,2022-01-05,2,1,January,Other
Tuesday,10.9,2022-01-04,1,1,January,Other
Thursday,0.2,2022-01-06,3,1,January,Other
Friday,2.4,2022-01-07,4,1,January,Other
Tuesday,9.2,2022-01-04,1,1,January,Other
Thursday,15.5,2022-01-06,3,1,January,Other
Saturday,59.7,2022-01-08,5,1,January,Other
Wednesday,12.0,2022-01-12,2,1,January,Other
Friday,4.6,2022-01-07,4,1,January,Other
Wednesday,36.1,2022-01-05,2,1,January,Other
Thursday,28.4,2022-01-06,3,1,January,Other
Wednesday,178.2,2022-01-05,2,1,January,Other
Thursday,13.9,2022-01-13,3,1,January,Other
Sunday,0.1,2022-01-16,6,1,January,Other
Monday,113.0,2022-01-17,0,1,January,Other
Tuesday,98.6,2022-01-18,1,1,January,Other
Wednesday,66.0,2022-01-19,2,1,January,Other
Saturday,23.1,2022-01-29,5,1,January,Other
Thursday,60.7,2022-01-20,3,1,January,Other
Sunday,18.4,2022-01-23,6,1,January,Other
Friday,70.2,2022-01-21,4,1,January,Other
Saturday,0.1,2022-01-22,5,1,January,Other
Friday,15.2,2022-01-28,4,1,January,Other
Friday,284.9,2022-01-07,4,1,January,Other
Saturday,30.4,2022-01-08,5,1,January,Other
Sunday,65.2,2022-01-09,6,1,January,Other
Tuesday,50.1,2022-01-11,1,1,January,Other
Wednesday,22.0,2022-01-12,2,1,January,Other
Wednesday,54.1,2022-02-02,2,2,February,Other
Thursday,38.3,2022-02-03,3,2,February,Other
Thursday,191.2,2022-01-06,3,1,January,Other
Tuesday,12.4,2022-01-04,1,1,January,Other
Wednesday,11.7,2022-01-05,2,1,January,Other
Sunday,2.9,2022-01-16,6,1,January,Other
Wednesday,10.2,2022-01-05,2,1,January,Other
Tuesday,0.5,2022-01-04,1,1,January,Other
Tuesday,16.0,2022-01-04,1,1,January,Other
Monday,6.5,2022-01-31,0,1,January,Other
Tuesday,0.9,2022-02-01,1,2,February,Other
Wednesday,51.2,2022-02-02,2,2,February,Other
Friday,29.8,2022-07-08,4,7,July,Other
Saturday,12.2,2022-01-15,5,1,January,Other
Sunday,38.5,2022-01-09,6,1,January,Other
Wednesday,7.6,2022-06-15,2,6,June,Other
Saturday,29.9,2022-04-02,5,4,April,Other
Sunday,42.8,2022-04-03,6,4,April,Other
Saturday,6.2,2022-07-09,5,7,July,Other
Tuesday,35.2,2022-04-05,1,4,April,Other
Wednesday,8.2,2022-04-06,2,4,April,Other
Thursday,10.8,2022-04-07,3,4,April,Other
Sunday,20.5,2022-04-10,6,4,April,Other
Monday,35.3,2022-04-11,0,4,April,Other
Wednesday,1.4,2022-04-13,2,4,April,Other
Thursday,30.2,2022-04-14,3,4,April,Other
Sunday,17.2,2022-04-24,6,4,April,Other
Saturday,2.4,2022-04-16,5,4,April,Other
Sunday,1.1,2022-04-17,6,4,April,Other
Monday,8.3,2022-04-25,0,4,April,Other
Tuesday,50.0,2022-04-26,1,4,April,Other
Wednesday,26.0,2022-04-27,2,4,April,Other
Thursday,6.4,2022-04-28,3,4,April,Other
Friday,21.7,2022-04-29,4,4,April,Other
Tuesday,0.2,2022-06-14,1,6,June,Other
Saturday,15.8,2022-04-30,5,4,April,Other
Sunday,2.2,2022-05-01,6,5,May,Other
Sunday,9.5,2022-05-08,6,5,May,Other
Tuesday,30.4,2022-05-10,1,5,May,Other
Thursday,8.5,2022-06-30,3,6,June,Other
Thursday,3.5,2022-05-12,3,5,May,Other
Monday,2.6,2022-05-16,0,5,May,Other
Thursday,4.5,2022-05-19,3,5,May,Other
Friday,13.6,2022-05-20,4,5,May,Other
Sunday,0.2,2022-06-05,6,6,June,Other
Tuesday,3.6,2022-05-17,1,5,May,Other
Wednesday,0.7,2022-05-18,2,5,May,Other
Monday,24.7,2022-06-06,0,6,June,Other
Thursday,7.3,2022-05-26,3,5,May,Other
Thursday,8.5,2022-06-09,3,6,June,Other
Friday,29.0,2022-07-01,4,7,July,Other
Saturday,8.1,2022-07-02,5,7,July,Other
Sunday,25.7,2022-07-03,6,7,July,Other
Monday,12.1,2022-07-04,0,7,July,Other
Tuesday,11.3,2022-07-05,1,7,July,Other
Thursday,10.8,2022-07-07,3,7,July,Other
Tuesday,2.3,2022-06-21,1,6,June,Other
Sunday,16.3,2022-02-06,6,2,February,Other
Tuesday,35.1,2022-01-11,1,1,January,Other
Monday,28.1,2022-02-07,0,2,February,Other
Tuesday,43.4,2022-02-08,1,2,February,Other
Wednesday,54.2,2022-02-09,2,2,February,Other
Saturday,5.5,2022-02-12,5,2,February,Other
Tuesday,71.6,2022-04-12,1,4,April,Other
Friday,44.4,2022-02-11,4,2,February,Other
Sunday,22.4,2022-02-13,6,2,February,Other
Tuesday,14.9,2022-02-15,1,2,February,Other
Friday,9.0,2022-02-18,4,2,February,Other
Saturday,1.3,2022-02-19,5,2,February,Other
Sunday,0.8,2022-02-20,6,2,February,Other
Tuesday,0.5,2022-02-22,1,2,February,Other
Friday,39.9,2022-02-25,4,2,February,Other
Saturday,15.0,2022-02-26,5,2,February,Other
Saturday,3.0,2022-03-05,5,3,March,Other
Wednesday,1.5,2022-10-12,2,10,October,Other
Monday,0.8,2022-03-07,0,3,March,Other
Wednesday,5.2,2022-03-09,2,3,March,Other
Thursday,2.9,2022-03-17,3,3,March,Other
Friday,0.1,2022-03-18,4,3,March,Other
Saturday,4.7,2022-03-19,5,3,March,Other
Wednesday,4.4,2022-03-23,2,3,March,Other
Friday,2.2,2022-03-25,4,3,March,Other
Saturday,1.7,2022-03-26,5,3,March,Other
Wednesday,11.3,2022-03-30,2,3,March,Other
Thursday,4.7,2022-03-31,3,3,March,Other
Tuesday,3.1,2022-01-04,1,1,January,Other
Wednesday,17.8,2022-01-05,2,1,January,Other
Friday,20.3,2022-01-07,4,1,January,Other
Saturday,46.4,2022-01-08,5,1,January,Other
Monday,54.9,2022-01-10,0,1,January,Other
Wednesday,40.9,2022-01-12,2,1,January,Other
Thursday,55.3,2022-01-20,3,1,January,Other
Thursday,29.3,2022-01-13,3,1,January,Other
Friday,36.0,2022-01-14,4,1,January,Other
Friday,27.8,2022-01-21,4,1,January,Other
Tuesday,86.1,2022-01-25,1,1,January,Other
Monday,37.0,2022-01-17,0,1,January,Other
Wednesday,33.7,2022-01-26,2,1,January,Other
Monday,26.6,2022-01-24,0,1,January,Other
Wednesday,10.6,2022-01-19,2,1,January,Other
Saturday,33.3,2022-01-22,5,1,January,Other
Sunday,10.4,2022-01-30,6,1,January,Other
Monday,2.5,2022-01-31,0,1,January,Other
Sunday,27.6,2022-01-23,6,1,January,Other
Sunday,1.8,2022-03-06,6,3,March,Other
Thursday,12.6,2022-07-14,3,7,July,Other
Friday,0.9,2022-07-15,4,7,July,Other
Sunday,7.7,2022-07-17,6,7,July,Other
Thursday,16.0,2022-07-21,3,7,July,Other
Sunday,2.0,2022-07-24,6,7,July,Other
Wednesday,0.4,2022-07-06,2,7,July,Other
Friday,0.7,2022-02-04,4,2,February,Other
Wednesday,74.5,2022-01-05,2,1,January,Other
Thursday,66.7,2022-01-06,3,1,January,Other
Tuesday,2.3,2022-01-04,1,1,January,Other
Wednesday,86.8,2022-01-05,2,1,January,Other
Friday,42.2,2022-01-07,4,1,January,Other
Saturday,26.6,2022-01-08,5,1,January,Other
Sunday,69.0,2022-01-09,6,1,January,Other
Thursday,14.3,2022-01-06,3,1,January,Other
Monday,20.2,2022-03-21,0,3,March,Other
Monday,12.7,2022-05-16,0,5,May,Other
Saturday,55.9,2022-05-28,5,5,May,Other
Monday,2.7,2022-08-01,0,8,August,Other
Tuesday,27.1,2022-05-24,1,5,May,Other
Monday,14.8,2022-05-30,0,5,May,Other
Tuesday,18.2,2022-05-31,1,5,May,Other
Tuesday,10.8,2022-06-07,1,6,June,Other
Wednesday,20.9,2022-06-08,2,6,June,Other
Sunday,29.8,2022-06-12,6,6,June,Other
Thursday,25.0,2022-09-01,3,9,September,Other
Friday,12.0,2022-09-16,4,9,September,Other
Friday,0.2,2022-04-29,4,4,April,Other
Monday,35.0,2022-04-25,0,4,April,Other
Sunday,18.3,2022-05-08,6,5,May,Other
Tuesday,10.0,2022-05-10,1,5,May,Other
Wednesday,6.4,2022-05-11,2,5,May,Other
Wednesday,69.3,2022-01-05,2,1,January,Other
Monday,7.8,2022-01-10,0,1,January,Other
Tuesday,0.6,2022-01-11,1,1,January,Other
Wednesday,13.2,2022-01-12,2,1,January,Other
Friday,7.4,2022-01-14,4,1,January,Other
Wednesday,20.9,2022-01-26,2,1,January,Other
Friday,24.0,2022-01-28,4,1,January,Other
Saturday,7.1,2022-01-29,5,1,January,Other
Wednesday,0.3,2022-01-05,2,1,January,Other
Wednesday,0.7,2022-01-05,2,1,January,Other
Friday,2.5,2022-01-07,4,1,January,Other
Wednesday,0.6,2022-01-05,2,1,January,Other
Wednesday,13.7,2022-01-05,2,1,January,Other
Friday,11.0,2022-01-07,4,1,January,Other
Thursday,0.1,2022-01-06,3,1,January,Other
Thursday,0.1,2022-01-27,3,1,January,Other
Wednesday,43.8,2022-01-05,2,1,January,Other
Wednesday,47.3,2022-01-05,2,1,January,Other
Thursday,15.9,2022-01-06,3,1,January,Other
Wednesday,15.4,2022-01-05,2,1,January,Other
Wednesday,13.0,2022-01-05,2,1,January,Other
Monday,129.8,2022-08-15,0,8,August,Other
Tuesday,180.7,2022-08-16,1,8,August,Other
Wednesday,54.5,2022-08-17,2,8,August,Other
Sunday,0.5,2022-08-14,6,8,August,Other
Wednesday,0.2,2022-01-05,2,1,January,Other
Wednesday,2.2,2022-01-05,2,1,January,Other
Friday,5.9,2022-01-07,4,1,January,Other
Wednesday,3.1,2022-01-05,2,1,January,Other
Thursday,40.9,2022-07-28,3,7,July,Other
Monday,35.0,2022-08-01,0,8,August,Other
Wednesday,16.4,2022-08-03,2,8,August,Other
Sunday,78.5,2022-09-11,6,9,September,Other
Wednesday,14.6,2022-09-14,2,9,September,Other
Thursday,18.7,2022-09-15,3,9,September,Other
Saturday,7.7,2022-01-15,5,1,January,Other
Wednesday,7.1,2022-01-05,2,1,January,Other
Tuesday,7.3,2022-01-11,1,1,January,Other
Wednesday,19.8,2022-01-12,2,1,January,Other
Wednesday,1.5,2022-01-05,2,1,January,Other
Monday,39.3,2022-01-17,0,1,January,Other
Wednesday,0.1,2022-01-05,2,1,January,Other
Thursday,0.2,2022-01-06,3,1,January,Other
Wednesday,0.2,2022-01-05,2,1,January,Other
Wednesday,21.2,2022-01-05,2,1,January,Other
Saturday,16.1,2022-01-08,5,1,January,Other
Saturday,26.6,2022-01-22,5,1,January,Other
Monday,3.6,2022-02-07,0,2,February,Other
Tuesday,16.0,2022-02-08,1,2,February,Other
Wednesday,1.5,2022-02-09,2,2,February,Other
Wednesday,5.1,2022-01-05,2,1,January,Other
Friday,0.3,2022-09-23,4,9,September,Other
Friday,19.8,2022-01-21,4,1,January,Other
Saturday,0.6,2022-01-08,5,1,January,Other
Thursday,0.4,2022-01-06,3,1,January,Other
Friday,11.1,2022-01-07,4,1,January,Other
Saturday,7.9,2022-01-15,5,1,January,Other
Saturday,9.4,2022-01-29,5,1,January,Other
Thursday,7.7,2022-01-06,3,1,January,Other
Friday,2.2,2022-01-07,4,1,January,Other
Saturday,25.8,2022-01-08,5,1,January,Other
Sunday,12.2,2022-01-09,6,1,January,Other
Monday,3.9,2022-01-10,0,1,January,Other
Tuesday,3.8,2022-01-11,1,1,January,Other
Thursday,21.0,2022-01-13,3,1,January,Other
Friday,19.3,2022-01-14,4,1,January,Other
Saturday,5.6,2022-01-15,5,1,January,Other
Monday,6.6,2022-01-17,0,1,January,Other
Friday,3.8,2022-01-21,4,1,January,Other
Tuesday,14.8,2022-01-18,1,1,January,Other
Wednesday,8.2,2022-01-19,2,1,January,Other
Sunday,78.3,2022-04-10,6,4,April,Other
Thursday,14.4,2022-01-20,3,1,January,Other
Friday,30.9,2022-01-21,4,1,January,Other
Saturday,18.3,2022-01-22,5,1,January,Other
Friday,19.3,2022-04-08,4,4,April,Other
Sunday,81.2,2022-04-17,6,4,April,Other
Saturday,25.1,2022-04-23,5,4,April,Other
Tuesday,16.1,2022-04-19,1,4,April,Other
Thursday,20.2,2022-04-21,3,4,April,Other
Wednesday,19.0,2022-04-20,2,4,April,Other
Saturday,17.5,2022-03-26,5,3,March,Other
Monday,13.3,2022-04-11,0,4,April,Other
Sunday,15.2,2022-03-27,6,3,March,Other
Monday,17.0,2022-03-28,0,3,March,Other
Saturday,13.5,2022-04-16,5,4,April,Other
Tuesday,16.7,2022-03-29,1,3,March,Other
Thursday,19.0,2022-03-31,3,3,March,Other
Wednesday,17.8,2022-03-30,2,3,March,Other
Sunday,19.8,2022-04-03,6,4,April,Other
Friday,15.5,2022-04-01,4,4,April,Other
Saturday,41.5,2022-04-02,5,4,April,Other
Tuesday,17.7,2022-04-05,1,4,April,Other
Wednesday,16.1,2022-04-06,2,4,April,Other
Thursday,21.8,2022-04-07,3,4,April,Other
Sunday,61.7,2022-04-24,6,4,April,Other
Sunday,3.8,2022-05-01,6,5,May,Other
Thursday,7.1,2022-05-05,3,5,May,Other
Monday,8.0,2022-05-02,0,5,May,Other
Tuesday,8.6,2022-05-03,1,5,May,Other
Friday,17.1,2022-03-25,4,3,March,Other
Thursday,20.5,2022-01-06,3,1,January,Other
Monday,39.3,2022-01-17,0,1,January,Other
Monday,16.6,2022-01-24,0,1,January,Other
Wednesday,31.0,2022-03-09,2,3,March,Other
Tuesday,15.5,2022-01-25,1,1,January,Other
Wednesday,20.0,2022-01-26,2,1,January,Other
Thursday,26.4,2022-01-27,3,1,January,Other
Wednesday,16.1,2022-02-02,2,2,February,Other
Thursday,15.1,2022-02-03,3,2,February,Other
Wednesday,18.8,2022-02-09,2,2,February,Other
Thursday,16.1,2022-02-10,3,2,February,Other
Friday,16.0,2022-02-11,4,2,February,Other
Sunday,16.9,2022-02-13,6,2,February,Other
Monday,17.0,2022-02-14,0,2,February,Other
Tuesday,16.6,2022-02-15,1,2,February,Other
Monday,35.0,2022-03-07,0,3,March,Other
Tuesday,48.9,2022-03-08,1,3,March,Other
Thursday,24.3,2022-03-10,3,3,March,Other
Friday,28.8,2022-03-11,4,3,March,Other
Saturday,34.3,2022-03-12,5,3,March,Other
Monday,18.3,2022-03-14,0,3,March,Other
Wednesday,15.7,2022-03-16,2,3,March,Other
